1
-65.6903915405	-25.8098850250
-65.6901321411	-25.8103828430
-65.6909637451	-25.8129730225
-65.6919097900	-25.8136768341
-65.6925659180	-25.8145847321
-65.6923904419	-25.8152332306
-65.6935195923	-25.8162631989
-65.6937561035	-25.8172874451
-65.6937484741	-25.8180999756
-65.6948852539	-25.8187465668
-65.6954193115	-25.8196163177
-65.6957168579	-25.8201007843
-65.6959991455	-25.8207225800
-65.6970138550	-25.8213768005
-65.6989212036	-25.8215942383
-65.6990966797	-25.8221321106
-65.7004089355	-25.8221340179
-65.7023773193	-25.8233242035
-65.7030868530	-25.8263549805
-65.7028350830	-25.8272838593
END
2
-65.7028350830	-25.8272838593
-65.7027816772	-25.8275432587
-65.7027206421	-25.8287849426
-65.7033157349	-25.8300266266
-65.7033081055	-25.8315372467
-65.7041397095	-25.8331050873
-65.7039566040	-25.8341865540
-65.7041931152	-25.8367252350
-65.7044830322	-25.8395118713
-65.7053146362	-25.8415718079
-65.7048339844	-25.8428611755
-65.7036972046	-25.8438835144
-65.7036895752	-25.8450794220
-65.7047653198	-25.8459434509
-65.7041015625	-25.8477783203
-65.7046356201	-25.8489131927
-65.7046966553	-25.8501529694
-65.7046356201	-25.8512363434
-65.7040863037	-25.8528022766
-65.7038192749	-25.8533840179
END
3
-65.7035903931	-25.8541965485
-65.7035980225	-25.8593006134
-65.7036514282	-25.8621635437
-65.7022171021	-25.8642692566
-65.7011337280	-25.8656158447
-65.7008361816	-25.8664245605
-65.7013702393	-25.8677272797
-65.7031555176	-25.8684825897
-65.7068023682	-25.8674087524
-65.7084121704	-25.8667106628
-65.7097244263	-25.8665523529
-65.7102050781	-25.8660697937
-65.7110366821	-25.8667716980
-65.7115707397	-25.8678474426
-65.7112121582	-25.8688240051
-65.7108535767	-25.8703327179
-65.7100753784	-25.8716812134
-65.7101287842	-25.8729801178
-65.7116699219	-25.8740787506
-65.7132797241	-25.8745136261
-65.7152557373	-25.8746242523
END
4
-65.7186889648	-25.8842525482
-65.7186813354	-25.8844108582
-65.7189788818	-25.8853244781
-65.7194519043	-25.8868370056
-65.7191467285	-25.8893222809
