1
-65.3282546997	-25.2681159973
-65.3287353516	-25.2689476013
-65.3292160034	-25.2697505951
-65.3291549683	-25.2701129913
-65.3274459839	-25.2717876434
-65.3262252808	-25.2730102539
-65.3258666992	-25.2732696533
-65.3250122070	-25.2736473083
-65.3241577148	-25.2739677429
-65.3237304688	-25.2740325928
-65.3233718872	-25.2739810944
-65.3226699829	-25.2736396790
-65.3223876953	-25.2734146118
-65.3219528198	-25.2728347778
-65.3217010498	-25.2726440430
-65.3215332031	-25.2726020813
-65.3196182251	-25.2727851868
-65.3178329468	-25.2727775574
-65.3157730103	-25.2721862793
-65.3134994507	-25.2718486786
-65.3124313354	-25.2724246979
-65.3109359741	-25.2735843658
-65.3091506958	-25.2744197845
-65.3069458008	-25.2744731903
-65.3036270142	-25.2754726410
-65.3013534546	-25.2755889893
-65.3006362915	-25.2763614655
-65.3006286621	-25.2772693634
-65.3006210327	-25.2786903381
-65.3001174927	-25.2792072296
-65.3000411987	-25.2799224854
-65.2989807129	-25.2799797058
-65.2979049683	-25.2814617157
-65.2984619141	-25.2825679779
-65.2988128662	-25.2838611603
-65.2996597290	-25.2848987579
-65.3010025024	-25.2863311768
-65.3029785156	-25.2888622284
-65.3029022217	-25.2906780243
-65.3011093140	-25.2926082611
-65.3011703491	-25.2941589355
-65.3003768921	-25.2959041595
-65.2991638184	-25.2971229553
-65.2968215942	-25.2976608276
-65.2957458496	-25.2973022461
-65.2910690308	-25.2940464020
-65.2892303467	-25.2928714752
-65.2884521484	-25.2917728424
-65.2870101929	-25.2902297974
-65.2851638794	-25.2891845703
-65.2842407227	-25.2884674072
-65.2827529907	-25.2884597778
-65.2808303833	-25.2884540558
-65.2792663574	-25.2881889343
-65.2774200439	-25.2877254486
-65.2766418457	-25.2872676849
-65.2742233276	-25.2871303558
-65.2725143433	-25.2878952026
-65.2713012695	-25.2887306213
-65.2712936401	-25.2895069122
-65.2707214355	-25.2904090881
-65.2698669434	-25.2904090881
-65.2697296143	-25.2898883820
-65.2695159912	-25.2889804840
-65.2688827515	-25.2878799438
-65.2678222656	-25.2872924805
-65.2675399780	-25.2862529755
-65.2667007446	-25.2846965790
-65.2652816772	-25.2839107513
-65.2645034790	-25.2834587097
-65.2635803223	-25.2830619812
-65.2625885010	-25.2827968597
-65.2620849609	-25.2837028503
-65.2612304688	-25.2834415436
-65.2600250244	-25.2828502655
-65.2597274780	-25.2827701569
-65.2597274780	-25.2827701569
-65.2574707982	-25.2822689184
-65.2573184180	-25.2815823007
-65.2559089012	-25.2804837124
-65.2544231942	-25.2797970948
-65.2513755902	-25.2792821315
-65.2506136892	-25.2790761462
-65.2498517882	-25.2789044918
-65.2490898872	-25.2787328374
-65.2483279862	-25.2784581903
-65.2468041842	-25.2774282638
-65.2437565802	-25.2748191167
-65.2422327782	-25.2738921828
-65.2415089722	-25.2734802122
-65.2408232613	-25.2730682416
-65.2402518355	-25.2725532784
-65.2394518395	-25.2712830357
-65.2378899424	-25.2671633297
-65.2376232771	-25.2664767121
-65.2372804216	-25.2657900944
-65.2367470909	-25.2651034767
-65.2360994751	-25.2644168591
-65.2346137681	-25.2631809473
-65.2338518671	-25.2627346458
-65.2316042591	-25.2619793663
-65.2309185482	-25.2615330649
-65.2303471225	-25.2609494398
-65.2284042749	-25.2582373001
-65.2253566709	-25.2548042117
-65.2233376332	-25.2527443587
-65.2228043025	-25.2520577411
-65.2213947857	-25.2493112704
-65.2198709837	-25.2472514174
-65.2169757599	-25.2438526599
-65.2155662430	-25.2427197408
-65.2140424410	-25.2419987923
-65.2132805400	-25.2417584761
-65.2125186390	-25.2415181599
-65.2117948330	-25.2411748511
-65.2111472172	-25.2407972113
-65.2106519815	-25.2402822481
-65.2103853162	-25.2396642922
-65.2103091261	-25.2390120054
-65.2103472211	-25.2383253877
-65.2106138865	-25.2369521524
-65.2105757914	-25.2362655347
-65.2099662706	-25.2348922994
-65.2084424686	-25.2328324464
-65.2071472369	-25.2314935420
-65.2056615299	-25.2303606228
-65.2048996289	-25.2299486522
-65.2035663022	-25.2291247110
-65.2031853517	-25.2286440786
-65.2031853517	-25.2280947845
-65.2035663022	-25.2275798213
-65.2047472487	-25.2265498948
-65.2052043893	-25.2259319389
-65.2053948646	-25.2252796521
-65.2053567695	-25.2245930344
-65.2045567735	-25.2225331814
-65.2040996329	-25.2218465637
-65.2031091616	-25.2204733284
-65.2005186982	-25.2177268577
-65.2001377477	-25.2170402401
-65.2000996526	-25.2163536224
-65.2007091734	-25.2149803871
-65.2008996487	-25.2142937694
-65.2009377437	-25.2136071518
-65.2007853635	-25.2129205341
-65.1998710823	-25.2108606811
-65.1996806071	-25.2101740634
-65.1995282269	-25.2074275928
-65.1994520368	-25.2067409751
-65.1992615615	-25.2060543574
-65.1984996605	-25.2047154530
-65.1979282348	-25.2040974971
-65.1960234822	-25.2025182764
-65.1946139654	-25.2005614161
-65.1939663495	-25.1978149454
-65.1937377792	-25.1971283278
-65.1931663535	-25.1943818571
-65.1914901713	-25.1909487688
-65.1912996960	-25.1902621511
-65.1912235059	-25.1895755334
-65.1911854109	-25.1888889158
-65.1911473158	-25.1882022981
-65.1910330307	-25.1875156804
-65.1907663653	-25.1868290628
-65.1902711297	-25.1861767760
-65.1896235138	-25.1855931510
-65.1888997079	-25.1851468495
-65.1866140048	-25.1843915701
-65.1858521038	-25.1839452686
-65.1820425988	-25.1807524964
-65.1812806978	-25.1802375332
-65.1797568958	-25.1795509155
-65.1789949948	-25.1793792611
-65.1774711928	-25.1793105993
-65.1744235888	-25.1797569008
-65.1728997868	-25.1794822537
-65.1713759848	-25.1789329596
-65.1699664679	-25.1778687022
-65.1693950421	-25.1772164154
-65.1680236203	-25.1751565624
-65.1663474381	-25.1730967094
-65.1655474421	-25.1717234741
-65.1647855411	-25.1696636211
-65.1646331609	-25.1689770034
-65.1645188757	-25.1676037681
-65.1645188757	-25.1662305328
-65.1644807807	-25.1634840621
-65.1643664955	-25.1627974445
-65.1641379252	-25.1621108268
-65.1637188797	-25.1614242091
-65.1627284084	-25.1600853047
-65.1621188875	-25.1595016797
-65.1614331766	-25.1590553782
-65.1607093707	-25.1587807311
-65.1591855687	-25.1584030914
-65.1577760518	-25.1577164737
-65.1572427211	-25.1572015105
-65.1569379607	-25.1565835546
-65.1568236756	-25.1559312678
-65.1570522459	-25.1552446501
-65.1579284320	-25.1538714148
-65.1597950895	-25.1518115618
-65.1602903251	-25.1511249441
-65.1605569905	-25.1504383265
-65.1606712756	-25.1497517088
-65.1607474657	-25.1490650911
-65.1608236558	-25.1483784735
-65.1612046063	-25.1470052381
-65.1614331766	-25.1456320028
-65.1614712717	-25.1421989145
-65.1614331766	-25.1415122968
-65.1612046063	-25.1401390615
-65.1609379410	-25.1394524438
-65.1603284202	-25.1380792085
-65.1588427132	-25.1360193555
-65.1581189073	-25.1339595025
-65.1564427251	-25.1305264141
-65.1557189191	-25.1284665611
-65.1545760676	-25.1270933258
-65.1509189428	-25.1236602375
-65.1503094220	-25.1229736198
-65.1493189507	-25.1216003845
-65.1488999051	-25.1209137668
-65.1486713348	-25.1202271491
-65.1485189546	-25.1188539138
-65.1486332398	-25.1174806785
-65.1490141903	-25.1161074431
-65.1491284754	-25.1154208255
-65.1490903804	-25.1147342078
-65.1488618101	-25.1140475901
-65.1483665744	-25.1133953034
-65.1477189586	-25.1127773475
-65.1469951526	-25.1122623842
-65.1462332516	-25.1118847445
-65.1454713506	-25.1115757665
-65.1447094496	-25.1114041121
-65.1439475486	-25.1113697812
-65.1431856476	-25.1114041121
-65.1424237466	-25.1115414357
-65.1416618456	-25.1117474210
-65.1408999446	-25.1118847445
-65.1393761426	-25.1118847445
-65.1386142416	-25.1117130901
-65.1378523406	-25.1114041121
-65.1370904396	-25.1110951342
-65.1363285386	-25.1107518254
-65.1355666375	-25.1105458401
-65.1348047365	-25.1106145018
-65.1325190335	-25.1111981268
-65.1317571325	-25.1112667886
-65.1302333305	-25.1113011195
-65.1287095285	-25.1113011195
-65.1271857265	-25.1113011195
-65.1264238255	-25.1113011195
-65.1256619245	-25.1113011195
-65.1249000235	-25.1113354504
-65.1241381225	-25.1114041121
-65.1233762215	-25.1115757665
-65.1210905185	-25.1123997077
-65.1203286175	-25.1125370313
-65.1188048155	-25.1123997077
-65.1165191124	-25.1116100974
-65.1157572114	-25.1115071048
-65.1142334094	-25.1117130901
-65.1134715084	-25.1117474210
-65.1127096074	-25.1115757665
-65.1111858054	-25.1106145018
-65.1104239044	-25.1100995386
-65.1096620034	-25.1097562297
-65.1089001024	-25.1097218989
-65.1074143954	-25.1101338695
-65.1067667796	-25.1100995386
-65.1062715439	-25.1097562297
-65.1059667835	-25.1092069356
-65.1057382132	-25.1085546488
-65.1054334528	-25.1078680312
-65.1049382172	-25.1072157444
-65.1042906013	-25.1066321194
-65.1035667954	-25.1061858179
-65.1028048944	-25.1059455017
-65.1020429934	-25.1058768399
-65.0997953854	-25.1061171561
-65.0991477695	-25.1060141635
-65.0986144388	-25.1056365237
-65.0982334883	-25.1051215605
-65.0978525378	-25.1045722664
-65.0973192071	-25.1041259649
-65.0966715913	-25.1038513178
-65.0936620823	-25.1031647001
-65.0921382803	-25.1030617075
-65.0890906763	-25.1029243840
-65.0883287753	-25.1027183987
-65.0868049733	-25.1020661119
-65.0860430723	-25.1019287883
-65.0852811713	-25.1019631192
-65.0837573693	-25.1022720972
-65.0799478642	-25.1026154060
-65.0776621612	-25.1034050163
-65.0746145572	-25.1055335311
-65.0730907552	-25.1062201488
-65.0723288542	-25.1063918032
-65.0692812502	-25.1066321194
-65.0685574442	-25.1068724355
-65.0679098284	-25.1073187370
-65.0673764977	-25.1079023620
-65.0661955511	-25.1105801709
-65.0658526956	-25.1111294651
-65.0653193649	-25.1115071048
-65.0646717491	-25.1115757665
-65.0624241411	-25.1109921415
-65.0616622401	-25.1109578107
-65.0593765371	-25.1114041121
-65.0586527312	-25.1116787592
-65.0580051153	-25.1121250607
-65.0574717846	-25.1127086857
-65.0567098836	-25.1140475901
-65.0562146479	-25.1147342078
-65.0551860816	-25.1161074431
-65.0544241806	-25.1174463476
-65.0538908499	-25.1180643035
-65.0532432340	-25.1186135976
-65.0509956261	-25.1199868330
-65.0494718241	-25.1206391197
-65.0479480220	-25.1208794359
-65.0456623190	-25.1209137668
-65.0449004180	-25.1209137668
-65.0441385170	-25.1209137668
-65.0433766160	-25.1209480977
-65.0426147150	-25.1210167595
-65.0418528140	-25.1211884139
-65.0410909130	-25.1214630609
-65.0403290120	-25.1217377080
-65.0395671110	-25.1220123551
-65.0388052100	-25.1221840095
-65.0357576060	-25.1223899948
-65.0349957050	-25.1225616492
-65.0342338040	-25.1228362963
-65.0334719030	-25.1231109433
-65.0327100020	-25.1233855904
-65.0319481010	-25.1235572448
-65.0311862000	-25.1236602375
-65.0296623979	-25.1239348845
-65.0281385959	-25.1245185096
-65.0266147939	-25.1253081199
-65.0235671899	-25.1275396273
-65.0228052889	-25.1278486052
-65.0220433879	-25.1278486052
-65.0205195859	-25.1276082891
-65.0197957799	-25.1274709655
-65.0191100690	-25.1275739582
-65.0185005482	-25.1279515979
-65.0179672175	-25.1285008920
-65.0173576967	-25.1291188479
-65.0159481799	-25.1301831053
-65.0136624769	-25.1309727156
-65.0121386748	-25.1312130318
-65.0098529718	-25.1313846862
-65.0068053678	-25.1304234215
-65.0060434668	-25.1304234215
-65.0052815658	-25.1304920833
-65.0045196648	-25.1306294068
-65.0037577638	-25.1309040539
-65.0022339618	-25.1319339804
-64.9976625558	-25.1358820319
-64.9969006548	-25.1363283334
-64.9961387538	-25.1365686496
-64.9946149517	-25.1367059731
-64.9938530507	-25.1366716423
-64.9930911497	-25.1365686496
-64.9923292487	-25.1363626643
-64.9915673477	-25.1360536864
-64.9908054467	-25.1358133702
-64.9900435457	-25.1358477011
-64.9892816447	-25.1361910099
-64.9885197437	-25.1367403040
-64.9877959378	-25.1373925908
-64.9871102268	-25.1380792085
-64.9855102347	-25.1401390615
-64.9850911892	-25.1408256791
-64.9848245238	-25.1415122968
-64.9843292882	-25.1428855321
-64.9828054862	-25.1456320028
-64.9822721555	-25.1463186205
-64.9809007337	-25.1475545323
-64.9794150267	-25.1483784735
-64.9787674109	-25.1487217823
-64.9782721752	-25.1492024147
-64.9780055098	-25.1497860397
-64.9778912247	-25.1504383265
-64.9778531296	-25.1511249441
-64.9777007494	-25.1524981795
-64.9774340841	-25.1531847971
-64.9769388484	-25.1538714148
-64.9762912326	-25.1545580325
-64.9740817197	-25.1566178855
-64.9734341038	-25.1573045031
-64.9729388682	-25.1579911208
-64.9721007771	-25.1600509738
-64.9716055414	-25.1607375915
-64.9709579256	-25.1614242091
-64.9702341196	-25.1621108268
-64.9679484166	-25.1641706798
-64.9671865156	-25.1648229666
-64.9656627136	-25.1658528931
-64.9649008126	-25.1660588784
-64.9641389116	-25.1660588784
-64.9633770106	-25.1658528931
-64.9610913076	-25.1644453268
-64.9595675055	-25.1637243783
-64.9573198976	-25.1631750842
-64.9566722817	-25.1632780768
-64.9561389510	-25.1636557165
-64.9548437193	-25.1655439151
-64.9534722975	-25.1669171504
